config,Section,Item,Value,Notes,Cost overlay
larger+VIX,State Dimension,iv:BKNG,mu=0; omega=1e-08; alpha=0; beta=0,n_obs=0; fallback=True; reason=n_obs<60,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:C,mu=0.00682353; omega=0.0334714; alpha=0.0235704; beta=0.478848,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:CCL,mu=-0.00868334; omega=0.0379434; alpha=0.522745; beta=0,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:CHTR,mu=0.00215152; omega=0.046845; alpha=0.05055; beta=0.430354,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:CMCSA,mu=-0.00118763; omega=0.00624424; alpha=0; beta=0.883604,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:COST,mu=-0.00449257; omega=0.0381501; alpha=0.265616; beta=0.394118,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:CRM,mu=-0.00392774; omega=0.107912; alpha=0.176407; beta=3.29805e-21,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:CSCO,mu=-0.00687591; omega=0.0224696; alpha=3.58418e-16; beta=0.903414,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:CVX,mu=0.00862922; omega=0.000618767; alpha=0; beta=1,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:DAL,mu=-0.0340426; omega=0.0306938; alpha=0.751482; beta=0.00551388,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:DIS,mu=0.00525988; omega=1.25068e-09; alpha=2.94733e-13; beta=0.992003,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:GE,mu=0.0119886; omega=0.0289945; alpha=0.0296858; beta=0.459319,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:GILD,mu=-0.000795396; omega=0.0553358; alpha=3.78705e-17; beta=0.49666,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:GOOG,mu=0.00313383; omega=0.0031456; alpha=7.99846e-13; beta=0.961012,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:GS,mu=-0.00303564; omega=0.0132298; alpha=0.0698956; beta=0.790684,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:HD,mu=-0.000122497; omega=0.0468307; alpha=0.221426; beta=0.288504,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:INTC,mu=0.00457134; omega=0.0358804; alpha=0.155838; beta=0.33967,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:JNJ,mu=0.00082979; omega=0.0326097; alpha=4.9985e-18; beta=0.497928,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:KO,mu=0.00303208; omega=0.000816421; alpha=0.0541841; beta=0.945816,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:LLY,mu=-0.0285295; omega=0.0291547; alpha=0.688918; beta=0.0312553,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:LRCX,mu=0.00429415; omega=0.00118966; alpha=6.40796e-12; beta=0.981998,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:MA,mu=0.00131833; omega=0.0343073; alpha=0; beta=0.498558,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:MRK,mu=0.00732421; omega=0.065389; alpha=0.265033; beta=8.71932e-18,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:MU,mu=0.00735726; omega=0.00746927; alpha=0.45669; beta=0.434231,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:NFLX,mu=0.0113654; omega=0.0528072; alpha=0.147535; beta=0.540271,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:NKE,mu=-0.00690954; omega=0.0158061; alpha=0.292851; beta=0.364672,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:ORCL,mu=-0.000541097; omega=0.00166495; alpha=2.50761e-12; beta=0.997167,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:PFE,mu=0.00323087; omega=0.000567128; alpha=1.59965e-16; beta=1,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:PG,mu=-0.00382388; omega=0.0545619; alpha=0.34462; beta=4.27383e-17,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:PYPL,mu=0.0118591; omega=0.0274207; alpha=0.445527; beta=0,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:QCOM,mu=0.000419265; omega=0.0521239; alpha=1.13685e-17; beta=0.500758,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:SBUX,mu=0.0034045; omega=0.0602264; alpha=0.097534; beta=2.87648e-17,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:T,mu=0.000748939; omega=0.0285072; alpha=0; beta=0.494729,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:TXN,mu=0.00245294; omega=0.0303806; alpha=0.368131; beta=0.18829,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:UAL,mu=-0.0265362; omega=0.00622094; alpha=0.674492; beta=0.325508,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:UNH,mu=-0.00769029; omega=0.0172286; alpha=0.101701; beta=0.687089,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:V,mu=0.00398165; omega=0.0380639; alpha=0; beta=0.501966,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:VZ,mu=-0.00676245; omega=0.0358478; alpha=0.353422; beta=0.137708,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:WFC,mu=0.0161672; omega=0.038005; alpha=0.399345; beta=0.233634,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:WMT,mu=0.000192833; omega=0.0114941; alpha=0.163763; beta=0.747634,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:XOM,mu=-0.00663937; omega=0.0598701; alpha=0.193259; beta=0.00247967,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,iv:VX_FRONT,mu=-0.00212937; omega=0.0459306; alpha=0.360287; beta=2.13779e-17,n_obs=69; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,State Dimension,vix:VIX,mu=0.00114242; omega=0.0338075; alpha=0.49259; beta=0.0963354,n_obs=68; fallback=False; reason=,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Simulation Method,joint_garch_block,joint block rows preserve empirical cross-dependence; gaussian_copula is rank-mapped sensitivity,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Strike Rule,K_t = entry state_t * exp(train median log moneyness),"Static moneyness, repriced each month","gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Original Tenor Reference,train median tenor_days / 365,Stored as tenor_years for audit only,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Pricing Tenor Rule,0.08333333333333333,Synthetic contracts are one-step (1-month) options so premium and payoff horizons match; realized-kernel tenors average ~0.6 months,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Skew Freeze,contract median IV / underlying ATM median IV,267 contracts,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Rate,0.02,Continuously-compounded annual rate used in BS and Black-76,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,IV Floors Caps,0.05 to 2.0,Applied to ATM and skew-adjusted contract IV,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,VIX Level Caps,5.0 to 150.0,Applied during state reconstruction,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Min Mark Rule,0.25,"Entry denominator uses max(model premium, min_mark) in dollars","gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Spot Anchor,contract train-end spot,State spot paths are relative to 1.0 and scaled by anchor_spot at repricing,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,VIX Forward Convention,simulated spot:VX_FRONT entry forward; VIX level settlement proxy at t+1,"Premium uses the VX-front state, payoff uses simulated VIX level","gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Seed,20260625,,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Path Count,1000,,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Horizon Months,60,,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Block Length,6,,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
larger+VIX,Kernel,Min GARCH Obs,60,,"gross structural repricing; net rows subtract resampled realized full-cost drag, not synthetic NBBO"
